year,ROA (%)
1996,7.57
1997,5.88
1998,5.75
1999,6.19
2000,9.38
2001,8.23
2002,10.22
2003,6.71
2004,8.37
2005,13.38
2006,16.49
2007,16.38
2008,10.68
2009,7.43
2010,10.85
2011,6.56
