year,ROA (%)
1996,19.50
1997,34.56
1998,32.01
1999,24.74
2000,24.15
2001,21.69
2002,18.34
2003,13.73
2004,23.59
2005,19.72
2006,19.08
2007,18.14
2008,16.51
2009,11.61
2010,18.22
2011,18.72
