year,ROA (%)
1993,11.75
1994,12.12
1995,10.28
1996,3.52
1997,1.42
1998,-5.64
1999,2.15
2000,1.36
2001,-3.29
2002,0.84
2003,-5.58
2004,0.96
2005,-19.78
2006,0.43
2007,3.68
2008,4.50
2009,8.95
2010,3.40
2011,3.06
