year,ROA (%)
1995,9.69
1996,7.35
1997,6.90
1998,5.81
1999,2.09
2000,5.16
2001,5.00
2002,6.00
2003,7.00
2004,6.00
2005,5.00
2006,5.00
2007,5.00
2008,4.00
2009,4.38
2010,5.81
2011,5.00
