year,ROA (%)
1998,8.06
1999,29.39
2000,33.17
2001,24.99
2002,20.97
2003,17.70
2004,16.34
2005,17.22
2006,12.79
2007,11.86
2008,5.64
2009,-2.42
2010,-5.98
2011,-13.11
