year,ROA (%)
1996,10.08
1997,10.25
1998,11.99
1999,11.41
2000,10.98
2001,8.98
2002,9.55
2003,10.91
2004,11.37
2005,9.10
2006,8.52
2007,10.75
2008,5.30
2009,4.19
2010,14.68
2011,9.18
