year,ROA (%)
1990,-6.21
1991,0.81
1992,-3.62
1993,-1.15
1994,3.88
1995,14.86
1996,8.45
2000,5.37
2001,5.69
2002,9.29
2003,17.40
2004,22.56
2005,17.86
2006,10.66
2007,15.59
2008,7.65
2009,10.01
2010,13.50
2011,16.66
