year,ROA (%)
1990,7.03
1991,10.95
1992,12.42
1993,12.49
1994,5.93
1995,9.03
1996,2.49
1997,2.94
1998,-1.06
1999,4.72
2000,4.14
2001,2.59
2002,9.22
2003,11.11
2004,27.22
2005,13.81
2006,17.26
2007,12.91
2008,9.34
2009,7.10
2010,10.69
2011,11.42
