year,ROA (%)
1990,4.66
1991,0.81
1992,0.40
1993,1.12
1994,0.02
1995,7.12
1996,11.43
1997,7.38
1998,5.56
1999,0.38
2000,-0.22
2001,-0.61
2002,-2.56
2003,-3.12
2004,-2.76
2005,-10.59
2006,-0.20
2007,-2.36
2008,-7.19
2009,-1.46
2010,1.94
2011,6.55
