year,ROA (%)
1991,13.63
1992,8.49
1993,11.79
1994,13.40
1995,14.83
1996,9.07
1997,10.99
1998,6.00
1999,6.63
2000,13.14
2001,7.90
2002,-7.05
2003,-0.74
2004,-18.22
2005,1.23
2006,4.80
2007,5.07
2008,1.81
2009,1.82
2010,8.18
2011,3.63
