year,ROA (%)
1994,9.25
1995,15.24
1996,7.40
1997,5.22
1998,-20.54
1999,-8.94
2000,1.16
2001,0.26
2002,1.20
2003,-15.34
2004,0.54
2005,0.85
2006,-4.15
2007,0.82
2008,-3.56
2009,-3.18
2010,0.05
2011,-1.43
