year,ROA (%)
1997,10.15
1998,19.88
1999,27.14
2000,22.99
2001,13.26
2002,12.91
2003,4.87
2004,6.89
2005,12.11
2006,-4.03
2007,3.15
2008,9.48
2009,9.97
2010,9.15
2011,17.64
