year,ROA (%)
1997,2.81
1998,3.74
1999,2.94
2000,-1.85
2001,-6.13
2002,1.53
2003,1.67
2004,10.11
2005,2.83
2006,7.26
2007,4.31
2008,-3.09
2009,1.55
2010,2.93
2011,2.92
