year,ROA (%)
1990,6.68
1991,4.15
1992,3.63
1993,4.01
1994,4.35
1995,5.38
1996,2.87
1997,3.65
1998,-25.01
1999,-2.94
2001,1.86
2002,-1.12
2003,-1.95
2004,1.96
2005,1.26
2006,-1.19
2007,-1.05
2008,-6.29
2009,-4.85
2010,-3.11
2011,2.19
