year,ROA (%)
1999,5.96
2000,-2.05
2001,-1.68
2002,1.64
2003,3.76
2004,5.48
2005,10.03
2006,-3.97
2007,0.88
2008,-8.35
2009,5.39
2010,-3.02
2011,-2.42
