year,ROA (%)
1995,7.14
1996,8.68
1997,9.71
1998,9.75
1999,5.71
2000,2.61
2001,5.25
2002,10.54
2003,6.84
2004,4.89
2005,-2.14
2006,1.44
2007,4.82
2008,2.33
2009,5.12
2010,1.39
2011,0.75
