year,ROA (%)
1996,4.16
1997,6.24
1998,4.64
1999,7.34
2000,7.21
2001,1.33
2002,-0.88
2003,-8.32
2004,-27.17
2005,2.67
2006,3.43
2007,3.45
2008,-5.49
2009,11.51
2010,15.55
2011,-7.41
