year,ROA (%)
1990,4.23
1991,6.24
1992,3.65
1993,4.50
1994,2.91
1995,4.47
1996,2.94
1997,0.26
1998,2.39
1999,3.23
2000,2.95
2001,-4.52
2002,-5.86
2003,3.35
2004,2.68
2005,-2.67
2006,-3.04
2007,0.07
2008,-1.20
2009,0.93
2010,3.49
2011,1.05
