year,ROA (%)
1991,16.94
1992,8.50
1993,12.86
1994,12.70
1995,4.63
1996,5.11
1997,7.64
1998,10.44
1999,11.83
2000,11.09
2001,11.59
2002,11.60
2003,3.14
2004,9.92
2005,8.81
2006,5.73
2007,5.73
2008,3.04
2009,1.44
2010,3.84
2011,4.62
