year,ROA (%)
1990,21.16
1991,8.87
1992,-10.83
1993,-7.83
1994,-1.18
1995,-2.56
1996,7.48
2000,-0.64
2001,3.00
2003,5.00
2004,3.00
2005,0.00
2006,-2.00
2007,1.35
2008,1.26
2009,7.96
2010,9.46
2011,5.70
