year,ROA (%)
1992,12.35
1993,10.11
1994,12.48
1995,-0.97
2000,-20.43
2001,-7.31
2002,-8.09
2003,-14.98
2004,6.12
2005,5.98
2006,6.83
2007,3.63
2008,7.99
2009,9.26
2010,13.04
2011,14.91
