year,ROA (%)
1990,5.88
1991,3.62
1992,1.83
1993,3.73
1994,4.49
1995,7.70
1996,1.48
1998,-1.71
1999,0.48
2000,1.61
2001,1.37
2002,1.81
2003,1.04
2004,-0.28
2005,1.29
2006,2.14
2007,3.57
2008,-0.16
2009,4.66
2010,4.25
2011,9.47
