year,ROA (%)
1998,-0.34
1999,3.38
2000,5.95
2001,-6.00
2002,6.00
2003,12.00
2004,15.00
2005,6.00
2006,3.00
2007,11.00
2008,4.00
2009,-4.60
2010,1.70
2011,-11.00
