year,ROA (%)
1990,20.71
1991,19.78
1992,10.94
1993,8.98
1994,8.99
1995,10.59
1996,9.73
1997,8.08
1998,3.60
1999,3.12
2000,1.51
2001,2.77
2002,7.00
2003,3.51
2004,6.25
2005,-1.71
2006,2.29
2007,2.13
2008,-11.02
2009,9.61
2010,9.18
2011,1.34
