year,ROA (%)
1990,12.49
1991,11.17
1992,10.66
1993,7.70
1994,7.22
1995,9.14
1996,8.16
1997,14.25
1998,6.91
1999,0.28
2001,4.04
2002,4.50
2003,1.36
2004,-0.61
2005,-2.41
2006,2.39
2007,3.67
2008,-3.00
2009,5.01
2010,11.01
2011,3.88
