year,ROA (%)
1997,14.80
1998,11.16
1999,10.24
2000,13.44
2001,8.81
2002,11.29
2003,13.24
2004,9.83
2005,11.11
2006,9.50
2007,8.72
2008,5.26
2009,2.14
2010,10.75
2011,10.04
