year,ROA (%)
1990,13.51
1991,10.99
1992,7.71
1993,9.80
1994,14.54
1995,7.35
1996,4.72
1997,14.64
1998,7.73
1999,8.83
2000,3.37
2001,-22.60
2002,7.70
2003,7.64
2004,4.39
2005,7.90
2006,7.93
2007,8.74
2008,8.72
2009,9.38
2010,9.67
2011,12.55
