year,ROA (%)
1990,10.02
1991,6.51
1992,3.06
1993,-0.60
1994,10.21
1995,9.44
1997,6.46
1998,10.21
1999,5.42
2000,5.87
2001,2.02
2002,2.79
2003,5.49
2004,5.95
2005,7.57
2006,8.29
2007,8.53
2008,1.25
2009,7.02
2010,8.68
2011,6.08
