year,ROA (%)
1999,33.50
2000,37.89
2001,22.59
2002,21.51
2003,29.32
2004,32.39
2005,34.02
2006,28.82
2007,30.33
2008,13.92
2009,13.75
2010,13.21
2011,10.20
