year,ROA (%)
1997,6.83
1998,6.21
1999,7.87
2000,11.03
2001,11.95
2002,4.00
2003,-8.54
2004,5.00
2005,-8.30
2006,-19.35
2007,4.49
2008,-14.67
2009,-21.73
2010,5.44
2011,-3.06
