year,ROA (%)
1998,8.92
1999,15.41
2000,26.25
2001,18.59
2002,3.05
2003,-9.56
2004,-38.77
2005,-9.62
2006,-10.79
2007,2.03
2008,0.85
2009,0.43
2010,5.10
2011,18.67
