year,ROA (%)
1990,7.43
1991,8.65
1992,6.43
1993,5.37
1994,2.17
1999,0.26
2000,2.85
2001,-14.12
2002,-12.21
2003,2.51
2004,0.60
2005,-21.88
2006,-3.02
2007,5.94
2008,1.05
2009,1.37
2010,-8.41
2011,15.94
