year,ROA (%)
1990,1.70
1991,-1.53
1992,5.92
1993,1.89
1994,2.30
1995,1.95
1996,0.57
1998,-0.18
1999,1.51
2000,0.85
2001,-0.32
2002,-0.08
2003,6.19
2004,13.66
2005,1.06
2006,4.62
2007,4.25
2008,1.38
2009,6.76
2010,5.81
2011,4.37
