year,ROA (%)
1996,9.87
1997,8.84
2001,-0.36
2002,2.68
2003,-1.32
2004,6.14
2005,0.06
2006,8.47
2007,7.60
2008,5.30
2009,7.65
2010,8.45
2011,2.78
