year,ROA (%)
1992,7.27
1993,6.44
1994,5.96
1996,4.85
1997,4.24
1999,4.96
2000,5.31
2001,3.80
2002,-0.92
2003,-0.77
2004,1.31
2005,1.50
2006,1.64
2007,1.79
2008,-3.23
2009,1.05
2010,1.96
2011,1.96
