year,ROA (%)
1992,11.69
1993,11.37
1994,11.68
1995,9.84
1996,7.23
1997,4.82
1998,2.92
1999,1.89
2000,-2.87
2001,-0.64
2002,3.49
2003,3.49
2004,1.83
2005,3.03
2006,0.75
2007,2.79
2008,0.13
2009,0.97
2010,0.54
2011,0.26
