year,ROA (%)
1995,22.51
1996,4.98
1997,5.08
1998,-9.01
1999,7.00
2000,17.57
2001,-1.26
2002,2.40
2003,1.55
2004,2.99
2005,4.89
2006,9.33
2007,6.06
2008,-1.96
2009,-1.70
2010,4.94
2011,-4.81
