year,ROA (%)
1990,-1.67
1991,2.71
1992,2.08
1993,6.79
1994,9.45
1995,4.50
1997,4.51
1998,-3.00
1999,8.60
2000,4.21
2001,1.86
2002,2.94
2003,3.90
2004,5.11
2005,4.38
2006,4.57
2007,2.39
2008,0.69
2009,0.06
2010,4.32
2011,4.02
