year,ROA (%)
1997,1.02
1998,15.72
1999,12.49
2000,24.37
2001,16.75
2002,14.28
2003,15.15
2004,10.88
2005,9.47
2006,16.45
2007,17.89
2008,7.57
2009,4.10
2010,6.99
2011,4.74
