year,ROA (%)
1995,7.81
1996,8.94
1997,15.67
1998,10.97
1999,8.17
2000,6.64
2001,7.14
2003,1.44
2004,1.25
2005,5.15
2006,2.15
2007,4.40
2008,3.15
2009,2.03
2010,11.12
2011,5.20
