year,ROA (%)
1997,15.74
1998,17.78
1999,22.42
2000,13.88
2001,21.83
2002,16.93
2003,37.16
2004,12.68
2005,19.27
2006,10.33
2007,8.26
2008,-0.76
2009,-3.35
2010,12.63
2011,-32.41
