year,ROA (%)
1990,10.69
1991,10.14
1992,4.78
1993,5.16
1994,5.17
1995,9.96
1996,5.36
1997,5.97
1998,2.08
1999,2.36
2000,6.01
2001,9.81
2002,2.49
2003,17.54
2004,43.22
2005,30.42
2006,21.09
2007,32.03
2008,28.20
2009,12.76
2010,13.52
2011,5.40
