year,ROA (%)
1990,8.54
1991,11.21
1992,8.05
1993,8.05
1994,3.42
1995,4.51
1997,7.18
1998,7.13
1999,-1.35
2000,3.28
2001,3.00
2002,0.78
2003,1.68
2004,-0.51
2005,-1.33
2006,-1.87
2007,0.90
2008,1.19
2009,-0.26
2010,0.58
2011,7.70
