year,ROA (%)
1997,2.33
1998,6.57
1999,16.64
2000,12.85
2001,20.58
2002,18.05
2003,22.28
2004,14.20
2005,18.00
2006,16.89
2007,18.29
2008,14.57
2009,8.17
2010,15.24
2011,21.70
