year,ROA (%)
1997,4.80
1998,7.70
1999,7.10
2000,5.70
2001,3.40
2002,4.40
2003,5.60
2004,11.40
2005,8.70
2006,14.60
2007,8.46
2008,-7.84
2009,2.50
2010,4.79
2011,-1.18
