year,ROA (%)
1990,12.13
1991,13.91
1992,13.21
1993,11.64
1994,12.11
1995,10.17
1996,8.50
1997,8.97
1998,6.34
1999,7.15
2000,1.20
2001,1.38
2002,2.88
2003,6.33
2004,11.05
2005,10.35
2006,9.90
2007,11.65
2008,8.01
2009,7.95
2010,7.31
2011,9.02
