year,ROA (%)
1992,10.70
1993,10.07
1994,9.67
1995,9.65
1996,7.50
1997,6.72
1998,5.80
1999,5.83
2000,5.07
2001,4.51
2002,4.78
2003,5.68
2004,6.04
2005,5.17
2006,2.48
2007,3.74
2008,3.59
2009,7.27
2010,3.74
2011,2.42
