year,ROA (%)
1998,10.16
1999,10.33
2000,12.70
2001,7.75
2002,5.87
2003,4.71
2004,4.31
2005,6.72
2006,6.71
2007,5.63
2008,3.69
2009,3.84
2010,4.44
2011,5.45
