year,ROA (%)
1990,3.41
1991,9.38
1992,3.91
1993,4.94
1994,8.90
1995,12.21
1996,3.32
1997,5.84
1998,2.91
2001,-1.71
2002,2.39
2003,1.26
2004,11.37
2005,2.78
2006,11.82
2007,2.69
2008,-5.03
2009,2.22
2010,5.98
2011,-4.31
