year,ROA (%)
1991,4.20
1992,7.88
1993,4.68
1994,-5.02
1995,3.18
1996,1.66
1997,2.81
1998,-1.51
1999,1.39
2000,-1.51
2001,0.55
2002,0.55
2003,0.49
2004,0.40
2005,1.04
2006,2.30
2007,1.79
2008,0.16
2009,0.74
2010,2.42
2011,0.53
