year,ROA (%)
1990,11.95
1991,9.32
1992,7.17
1993,3.04
1994,2.64
1995,3.20
1996,3.30
1997,3.80
1998,5.20
1999,4.50
2000,4.60
2001,4.56
2002,2.48
2003,1.59
2004,2.15
2005,2.68
2006,3.61
2007,3.76
2008,3.36
2009,3.02
2010,4.92
2011,6.59
