year,ROA (%)
1997,13.34
1998,14.48
1999,5.95
2000,4.40
2001,2.96
2002,7.81
2003,17.54
2004,16.74
2005,16.19
2006,18.08
2007,18.05
2008,11.46
2009,1.51
2010,6.85
2011,6.16
