year,ROA (%)
1990,17.12
1991,0.84
1992,1.53
1993,3.04
1994,9.24
1995,15.45
1996,4.09
1998,-12.04
1999,4.11
2000,7.28
2001,-10.75
2003,-6.64
2004,8.26
2005,2.96
2006,7.09
2007,7.92
2008,-13.32
2009,16.93
2010,12.18
2011,6.18
