year,ROA (%)
1991,13.21
1992,9.95
1993,8.44
1994,7.10
1995,3.42
1996,1.29
1997,-4.13
1998,1.52
1999,-1.99
2000,1.80
2001,-3.73
2002,-8.43
2003,5.03
2004,1.69
2005,-6.75
2006,-7.13
2007,2.02
2008,2.90
2009,2.66
2010,7.01
2011,3.11
