year,ROA (%)
1993,10.34
1994,8.40
1995,2.69
1996,3.10
1997,8.10
1998,12.10
1999,6.10
2000,5.60
2001,17.70
2002,9.70
2003,12.80
2004,12.80
2005,27.20
2006,9.80
2007,4.00
2008,1.40
2009,8.10
2010,7.50
2011,6.75
