year,ROA (%)
1994,7.51
1995,8.27
1996,9.18
1997,7.75
1998,5.67
1999,9.21
2000,2.14
2001,3.41
2002,2.86
2004,6.41
2005,2.79
2006,3.19
2007,2.03
2008,1.91
2009,0.05
2010,-0.01
2011,0.77
