year,ROA (%)
1990,17.15
1991,-8.23
1992,-5.63
1993,2.04
1994,27.11
1995,25.19
1996,3.52
1997,5.10
1998,-1.72
2000,9.51
2002,8.51
2003,4.35
2004,4.97
2005,-2.76
2006,5.36
2007,4.21
2008,-10.87
2009,8.66
2010,-3.43
2011,-9.11
