year,ROA (%)
1994,6.37
1995,7.63
1996,5.24
1997,5.25
1998,6.60
1999,5.62
2000,4.55
2001,2.28
2002,13.59
2003,13.25
2004,20.84
2005,1.27
2006,7.91
2007,9.60
2008,5.26
2009,-1.16
2010,6.73
2011,2.21
