year,ROA (%)
1993,8.69
1994,10.42
1995,10.18
1996,42.39
1998,2.24
1999,-0.60
2000,-4.98
2001,6.31
2002,2.60
2003,7.40
2004,4.99
2005,-4.31
2006,3.52
2007,13.21
2008,9.07
2009,8.29
2010,6.84
2011,8.74
