year,ROA (%)
1990,-5.89
1991,-5.57
1992,-1.54
1993,6.57
1994,6.65
1995,2.29
1996,7.24
1997,4.40
1998,-1.69
1999,-2.11
2000,-2.97
2001,3.00
2002,-8.97
2003,0.80
2004,-12.38
2005,-2.33
2006,0.34
2007,1.59
2008,1.13
2009,1.49
2010,1.41
2011,1.48
