year,ROA (%)
1992,13.58
1993,12.63
1994,12.02
1995,7.98
1996,7.29
2001,-16.00
2002,7.00
2003,10.00
2004,7.00
2005,12.89
2006,24.94
2007,27.46
2008,35.11
2009,20.74
2010,14.79
2011,8.01
