year,ROA (%)
1990,10.90
1991,12.30
1992,11.39
1993,11.95
1994,11.74
1995,11.65
1996,9.36
1997,6.91
1998,8.62
1999,7.69
2000,11.14
2001,4.67
2002,6.62
2003,7.41
2004,15.56
2005,13.09
2006,14.10
2007,15.37
2008,2.97
2009,4.89
2010,10.83
2011,5.98
