year,ROA (%)
1993,7.77
1994,6.08
1995,-2.34
1996,-5.61
1997,0.69
1998,-10.83
1999,1.29
2000,9.84
2001,-9.98
2002,6.85
2003,10.59
2004,11.08
2005,12.01
2006,10.90
2007,10.10
2008,3.90
2009,5.54
2010,3.92
2011,5.19
