year,ROA (%)
1994,4.65
1995,5.47
1996,6.61
1997,8.63
1998,5.99
2001,5.25
2002,7.16
2003,8.69
2004,10.15
2005,8.43
2006,8.50
2007,7.76
2008,8.83
2009,10.68
2010,12.69
2011,12.79
